,head_freq,req_num,img_freq,page_freq,status_4xx_freq,max_click_rate,has_robots,duration,is_bot,req_freq
46393,0.0,70,0.3,0.0,0.0,0,0,214,0.0,0.32710280373831774
46394,0.0,74,0.3108108108108108,0.0,0.0,0,0,91,0.0,0.8131868131868132
46395,0.0,34,0.38235294117647056,0.0,0.0,0,0,93,0.0,0.3655913978494624
46396,0.0,21,0.47619047619047616,0.047619047619047616,0.0,1,0,6,0.0,3.5
46397,0.0,88,0.3181818181818182,0.0,0.0,0,0,151,0.0,0.5827814569536424
46398,0.0,9,0.0,0.0,0.0,0,0,779,0.0,0.011553273427471117
46399,0.0,167,0.40119760479041916,0.0,0.0,0,0,1850,0.0,0.09027027027027026
46400,0.0,5,0.0,0.0,0.0,0,0,256,0.0,0.01953125
46402,0.0,39,0.20512820512820512,0.0,0.0,0,0,17,0.0,2.2941176470588234
46403,0.0,32,0.46875,0.0,0.0,0,0,67,0.0,0.47761194029850745
46404,0.0,32,0.375,0.0,0.0,0,0,667,0.0,0.047976011994003
46405,0.0,126,0.48412698412698413,0.0,0.0,0,0,1438,0.0,0.08762169680111266
46406,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,13,0.0,1.6923076923076923
46407,0.0,32,0.0,0.0,0.0,0,0,1271,0.0,0.025177025963808025
46409,0.0,79,0.43037974683544306,0.0,0.0,0,0,152,0.0,0.5197368421052632
46411,0.0,19,0.47368421052631576,0.05263157894736842,0.0,1,0,22,0.0,0.8636363636363636
46412,0.0,60,0.0,0.0,0.0,0,0,2573,0.0,0.023319082782743878
46413,0.0,60,0.0,0.0,0.0,0,0,3616,0.0,0.016592920353982302
46414,0.0,8,0.0,0.0,0.0,0,0,540,0.0,0.014814814814814815
46415,0.0,505,0.21584158415841584,0.0,0.0039603960396039604,0,0,10517,0.0,0.0480174954835029
46416,0.0,34,0.3235294117647059,0.0,0.0,0,0,90,0.0,0.37777777777777777
46417,0.0,72,0.1111111111111111,0.0,0.0,0,0,2394,0.0,0.03007518796992481
46418,0.0,19,0.42105263157894735,0.0,0.05263157894736842,0,0,260,0.0,0.07307692307692308
46420,0.0,62,0.4032258064516129,0.0,0.0,0,0,64,0.0,0.96875
46421,0.0,37,0.21621621621621623,0.0,0.0,0,0,9,0.0,4.111111111111111
46423,0.0,44,0.18181818181818182,0.0,0.0,0,0,25,0.0,1.76
46425,0.0,34,0.3235294117647059,0.0,0.0,0,0,98,0.0,0.3469387755102041
46426,0.0,26,0.46153846153846156,0.0,0.0,0,0,419,0.0,0.06205250596658711
46427,0.0,100,0.22,0.0,0.0,0,0,826,0.0,0.12106537530266344
46429,0.0,37,0.21621621621621623,0.0,0.0,0,0,17,0.0,2.176470588235294
46430,0.0,27,0.37037037037037035,0.0,0.0,0,0,386,0.0,0.06994818652849741
46431,0.0,28,0.42857142857142855,0.0,0.0,0,0,65,0.0,0.4307692307692308
46432,0.0,62,0.3870967741935484,0.0,0.0,0,0,621,0.0,0.0998389694041868
46433,0.0,272,0.3235294117647059,0.0,0.003676470588235294,0,0,344,0.0,0.7906976744186046
46434,0.0,36,0.3333333333333333,0.0,0.0,0,0,54,0.0,0.6666666666666666
46435,0.0,21,0.47619047619047616,0.047619047619047616,0.0,1,0,6,0.0,3.5
46436,0.0,21,0.42857142857142855,0.047619047619047616,0.0,1,0,10,0.0,2.1
46437,0.0,104,0.3557692307692308,0.0,0.0,0,0,442,0.0,0.23529411764705882
46438,0.0,32,0.25,0.0,0.03125,0,0,126,0.0,0.25396825396825395
46439,0.0,48,0.4166666666666667,0.0,0.0,0,0,86,0.0,0.5581395348837209
46440,0.0,42,0.19047619047619047,0.0,0.023809523809523808,0,0,8,0.0,5.25
46442,0.0,42,0.19047619047619047,0.0,0.0,0,0,16,0.0,2.625
46444,0.0,23,0.43478260869565216,0.043478260869565216,0.0,1,0,9,0.0,2.5555555555555554
46447,0.0,25,0.4,0.04,0.0,1,0,27,0.0,0.9259259259259259
46452,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,129,0.0,0.17054263565891473
46453,0.0,21,0.47619047619047616,0.047619047619047616,0.0,1,0,6,0.0,3.5
46454,0.0,22,0.45454545454545453,0.045454545454545456,0.13636363636363635,1,0,6,0.0,3.6666666666666665
46455,0.0,27,0.2962962962962963,0.0,0.0,0,0,9,0.0,3.0
46456,0.0,22,0.36363636363636365,0.0,0.0,0,0,26,0.0,0.8461538461538461
46457,0.0,104,0.25961538461538464,0.0,0.0,0,0,92,0.0,1.1304347826086956
46458,0.0,25,0.4,0.0,0.0,0,0,77,0.0,0.3246753246753247
46461,0.0,69,0.2608695652173913,0.0,0.0,0,0,280,0.0,0.24642857142857144
46463,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,5,0.0,4.4
46464,0.0,51,0.35294117647058826,0.0,0.0,0,0,77,0.0,0.6623376623376623
46465,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,5,0.0,4.4
46466,0.0,23,0.34782608695652173,0.043478260869565216,0.0,1,0,35,0.0,0.6571428571428571
46467,0.0,100,0.3,0.0,0.06,0,0,233,0.0,0.4291845493562232
46469,0.0,33,0.3333333333333333,0.0,0.0,0,0,63,0.0,0.5238095238095238
46470,0.0,25,0.44,0.0,0.0,0,0,12,0.0,2.0833333333333335
46471,0.0,36,0.3055555555555556,0.0,0.0,0,0,31,0.0,1.1612903225806452
46472,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,12,0.0,1.8333333333333333
46473,0.0,24,0.375,0.041666666666666664,0.0,1,0,48,0.0,0.5
46474,0.0,30,0.26666666666666666,0.0,0.0,0,0,8,0.0,3.75
46475,0.0,29,0.3448275862068966,0.0,0.0,0,0,28,0.0,1.0357142857142858
46476,0.0,26,0.4230769230769231,0.0,0.038461538461538464,0,0,147,0.0,0.17687074829931973
46478,0.0,50,0.22,0.0,0.02,0,0,429,0.0,0.11655011655011654
46479,0.0,46,0.21739130434782608,0.0,0.021739130434782608,0,0,999,0.0,0.04604604604604605
46481,0.0,150,0.22666666666666666,0.0,0.0,0,0,211,0.0,0.7109004739336493
46482,0.0,57,0.40350877192982454,0.0,0.0,0,0,1609,0.0,0.035425730267246734
46483,0.0,70,0.3142857142857143,0.0,0.0,0,0,151,0.0,0.46357615894039733
46484,0.0,20,0.3,0.05,0.0,1,0,34,0.0,0.5882352941176471
46485,0.0,26,0.34615384615384615,0.038461538461538464,0.0,1,0,41,0.0,0.6341463414634146
46487,0.0,25,0.32,0.0,0.0,0,0,29,0.0,0.8620689655172413
46489,0.0,22,0.3181818181818182,0.0,0.0,0,0,2,0.0,11.0
46490,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46491,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46492,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46493,0.0,21,0.2857142857142857,0.0,0.0,0,0,2,0.0,10.5
46494,0.0,21,0.2857142857142857,0.0,0.0,0,0,3,0.0,7.0
46495,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46496,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46497,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46498,0.0,19,0.3157894736842105,0.0,0.0,0,0,3,0.0,6.333333333333333
46499,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46500,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46501,0.0,22,0.3181818181818182,0.0,0.0,0,0,2,0.0,11.0
46502,0.0,10,0.3,0.0,0.0,0,0,1,0.0,10.0
46503,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46504,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46505,0.0,19,0.3157894736842105,0.0,0.0,0,0,2,0.0,9.5
46506,0.0,21,0.2857142857142857,0.0,0.0,0,0,2,0.0,10.5
46507,0.0,19,0.47368421052631576,0.0,0.0,0,0,108,0.0,0.17592592592592593
46508,0.0,33,0.30303030303030304,0.06060606060606061,0.0,2,0,33,0.0,1.0
46509,0.0,55,0.41818181818181815,0.0,0.0,0,0,222,0.0,0.24774774774774774
46510,0.0,14,0.35714285714285715,0.07142857142857142,0.0,1,0,2,0.0,7.0
46511,0.0,16,0.4375,0.0625,0.0,1,0,7,0.0,2.2857142857142856
46512,0.0,22,0.6818181818181818,0.0,0.0,0,0,2,0.0,11.0
46513,0.0,11,0.5454545454545454,0.0,0.0,0,0,1,0.0,11.0
46514,0.0,99,0.494949494949495,0.0,0.0,0,0,141,0.0,0.7021276595744681
46515,0.0,85,0.7411764705882353,0.0,0.0,0,0,397,0.0,0.2141057934508816
46516,0.0,48,0.6041666666666666,0.0,0.0,0,0,56,0.0,0.8571428571428571
46517,0.0,16,0.4375,0.0625,0.0,1,0,6,0.0,2.6666666666666665
46518,0.0,47,0.723404255319149,0.0,0.0,0,0,47,0.0,1.0
46519,0.0,16,0.4375,0.0625,0.0,1,0,7,0.0,2.2857142857142856
46520,0.0,88,0.6931818181818182,0.0,0.0,0,0,397,0.0,0.2216624685138539
46521,0.0,192,0.3645833333333333,0.0,0.005208333333333333,0,0,827,0.0,0.23216444981862153
46522,0.0,16,0.375,0.0625,0.0,1,0,10,0.0,1.6
46536,0.0,5,0.2,0.2,0.0,1,0,915,1.0,0.00546448087431694
46556,0.0,62,0.7580645161290323,0.0,0.0,0,0,1308,1.0,0.047400611620795105
46557,0.0,20,0.85,0.0,0.0,0,0,210,1.0,0.09523809523809523
46558,0.0,30,0.8333333333333334,0.0,0.0,0,0,961,1.0,0.031217481789802288
46559,0.0,5,0.8,0.0,0.0,0,0,1,1.0,5.0
46560,0.0,39,0.7692307692307693,0.0,0.0,0,0,1661,1.0,0.023479831426851294
46561,0.0,86,0.7906976744186046,0.0,0.0,0,0,918,1.0,0.09368191721132897
46562,0.0,81,0.8148148148148148,0.0,0.0,0,0,7507,1.0,0.010789929399227387
46563,0.0,49,0.7142857142857143,0.0,0.0,0,0,1530,1.0,0.03202614379084967
46564,0.0,66,0.8636363636363636,0.0,0.0,0,0,1307,1.0,0.0504973221117062
46565,0.0,24,0.875,0.0,0.0,0,0,208,1.0,0.11538461538461539
46566,0.0,29,0.8275862068965517,0.0,0.0,0,0,961,1.0,0.030176899063475548
46568,0.0,33,0.7575757575757576,0.0,0.0,0,0,1662,1.0,0.019855595667870037
46569,0.0,72,0.7638888888888888,0.0,0.0,0,0,918,1.0,0.0784313725490196
46570,0.0,89,0.8314606741573034,0.0,0.0,0,0,7507,1.0,0.011855601438657253
46571,0.0,47,0.7659574468085106,0.0,0.0,0,0,1528,1.0,0.030759162303664923
46572,0.0,49,0.7346938775510204,0.0,0.0,0,0,1286,1.0,0.038102643856920686
46573,0.0,21,0.7142857142857143,0.0,0.0,0,0,210,1.0,0.1
46574,0.0,40,0.775,0.0,0.0,0,0,961,1.0,0.04162330905306972
46576,0.0,27,0.7407407407407407,0.0,0.0,0,0,1664,1.0,0.01622596153846154
46577,0.0,69,0.8840579710144928,0.0,0.0,0,0,917,1.0,0.0752453653217012
46578,0.0,73,0.7945205479452054,0.0,0.0,0,0,7507,1.0,0.009724257359797522
46579,0.0,45,0.8888888888888888,0.0,0.0,0,0,1527,1.0,0.029469548133595286
46580,0.0,5,1.0,0.0,0.0,0,0,1,1.0,5.0
46581,0.0,6,0.8333333333333334,0.0,0.0,0,0,2,1.0,3.0
46583,0.0,5,0.6,0.0,0.0,0,0,2,1.0,2.5
46584,0.0,6,0.5,0.0,0.0,0,0,2,1.0,3.0
46586,0.0,757,0.8282694848084544,0.0,0.0,0,0,18405,1.0,0.04113012768269492
46587,0.0,134,0.7985074626865671,0.0,0.0,0,0,5750,1.0,0.023304347826086955
46588,0.0,686,0.8236151603498543,0.0,0.0,0,0,18405,1.0,0.037272480304265145
46589,0.0,118,0.8135593220338984,0.0,0.0,0,0,5787,1.0,0.020390530499395196
46590,0.0,633,0.7709320695102686,0.0,0.0,0,0,18406,1.0,0.03439095946973813
46591,0.0,127,0.8110236220472441,0.0,0.0,0,0,5787,1.0,0.021945740452738897
46593,0.0,5,0.6,0.0,0.0,0,0,1,1.0,5.0
46596,0.0,10,0.7,0.0,0.0,0,0,275,1.0,0.03636363636363636
46597,0.0,20,0.8,0.0,0.0,0,0,406,1.0,0.04926108374384237
46598,0.0,12,0.8333333333333334,0.0,0.0,0,0,53,1.0,0.22641509433962265
46599,0.0,7,0.7142857142857143,0.0,0.0,0,0,2,1.0,3.5
46600,0.0,21,0.8095238095238095,0.0,0.0,0,0,1349,1.0,0.015567086730911787
46601,0.0,8,0.75,0.0,0.0,0,0,411,1.0,0.019464720194647202
46602,0.0,46,0.7391304347826086,0.0,0.0,0,0,1174,1.0,0.039182282793867124
46604,0.0,12,0.8333333333333334,0.0,0.0,0,0,276,1.0,0.043478260869565216
46605,0.0,25,0.72,0.0,0.0,0,0,407,1.0,0.06142506142506143
46606,0.0,6,1.0,0.0,0.0,0,0,51,1.0,0.11764705882352941
46608,0.0,19,0.7894736842105263,0.0,0.0,0,0,1350,1.0,0.014074074074074074
46609,0.0,10,0.6,0.0,0.0,0,0,410,1.0,0.024390243902439025
46610,0.0,61,0.8032786885245902,0.0,0.0,0,0,1176,1.0,0.05187074829931973
46612,0.0,9,0.8888888888888888,0.0,0.0,0,0,274,1.0,0.032846715328467155
46613,0.0,38,0.8157894736842105,0.0,0.0,0,0,406,1.0,0.09359605911330049
46614,0.0,6,0.6666666666666666,0.0,0.0,0,0,53,1.0,0.11320754716981132
46616,0.0,16,0.8125,0.0,0.0,0,0,557,1.0,0.02872531418312388
46617,0.0,9,0.8888888888888888,0.0,0.0,0,0,409,1.0,0.022004889975550123
46618,0.0,60,0.7,0.0,0.0,0,0,1175,1.0,0.05106382978723404
46625,0.0,27,0.37037037037037035,0.037037037037037035,0.0,1,0,15,0.0,1.8
46626,0.0,49,0.3673469387755102,0.04081632653061224,0.0,1,0,181,0.0,0.27071823204419887
46628,0.0,41,0.3902439024390244,0.04878048780487805,0.0,2,0,17,0.0,2.411764705882353
46642,0.0,44,0.022727272727272728,0.0,0.0,0,0,12,0.0,3.6666666666666665
46643,0.0,23,0.34782608695652173,0.043478260869565216,0.0,1,0,6,0.0,3.8333333333333335
46644,0.0,28,0.17857142857142858,0.0,0.0,0,0,58,0.0,0.4827586206896552
46645,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46646,0.0,22,0.36363636363636365,0.045454545454545456,0.0,1,0,35,0.0,0.6285714285714286
46647,0.0,32,0.25,0.0,0.0,0,0,8,0.0,4.0
46648,0.0,53,0.39622641509433965,0.018867924528301886,0.0,1,0,74,0.0,0.7162162162162162
46649,0.0,15,0.4,0.06666666666666667,0.0,1,0,2,0.0,7.5
46650,0.0,14,0.42857142857142855,0.0,0.0,0,0,2,0.0,7.0
46652,0.0,44,0.18181818181818182,0.0,0.0,0,1,83,0.0,0.5301204819277109
46654,0.0,23,0.43478260869565216,0.0,0.0,0,0,372,0.0,0.06182795698924731
46656,0.0,68,0.3382352941176471,0.0,0.0,0,0,16,0.0,4.25
46657,0.0,26,0.5769230769230769,0.0,0.0,0,0,54,0.0,0.48148148148148145
46658,0.0,89,0.3595505617977528,0.0,0.0,0,0,451,0.0,0.1973392461197339
46659,0.0,23,0.0,0.0,0.043478260869565216,0,0,610,0.0,0.03770491803278689
46660,0.0,120,0.24166666666666667,0.0,0.0,0,0,73,0.0,1.643835616438356
46661,0.0,23,0.43478260869565216,0.043478260869565216,0.0,1,0,7,0.0,3.2857142857142856
46662,0.0,43,0.37209302325581395,0.0,0.0,0,1,5,0.0,8.6
46663,0.0,32,0.1875,0.0,0.0,0,0,1891,0.0,0.016922263352723427
46664,0.0,41,0.5365853658536586,0.0,0.0,0,0,358,0.0,0.11452513966480447
46665,0.0,15,0.4,0.06666666666666667,0.0,1,0,9,0.0,1.6666666666666667
46666,0.0,14,0.42857142857142855,0.0,0.0,0,0,2,0.0,7.0
46667,0.0,15,0.0,0.0,0.2,0,0,19,1.0,0.7894736842105263
46668,0.0,47,0.2765957446808511,0.0,0.0425531914893617,0,0,41,0.0,1.146341463414634
46669,0.0,83,0.39759036144578314,0.0,0.0,0,0,43,0.0,1.930232558139535
46671,0.0,80,0.2375,0.0,0.0375,0,0,1106,0.0,0.07233273056057866
46672,0.0,36,0.4166666666666667,0.0,0.0,0,0,401,0.0,0.08977556109725686
46673,0.0,22,0.5,0.0,0.0,0,0,25,0.0,0.88
46674,0.0,23,0.34782608695652173,0.043478260869565216,0.0,1,0,6,0.0,3.8333333333333335
46676,0.0,15,0.3333333333333333,0.0,0.0,0,0,6,0.0,2.5
46677,0.0,25,0.48,0.04,0.0,1,0,833,0.0,0.030012004801920768
46678,0.0,152,0.28289473684210525,0.0,0.0,0,0,1768,0.0,0.08597285067873303
46679,0.0,16,0.4375,0.0625,0.0,1,0,8,0.0,2.0
46680,0.0,24,0.375,0.041666666666666664,0.0,1,0,6,0.0,4.0
46681,0.0,42,0.42857142857142855,0.023809523809523808,0.0,1,0,437,0.0,0.09610983981693363
46682,0.0,15,0.4666666666666667,0.0,0.0,0,0,1,0.0,15.0
46684,0.0,15,0.4666666666666667,0.0,0.0,0,0,6,0.0,2.5
46685,0.0,27,0.4074074074074074,0.0,0.0,0,0,362,0.0,0.07458563535911603
46686,0.0,47,0.40425531914893614,0.0425531914893617,0.0,2,0,174,0.0,0.27011494252873564
46687,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46688,0.0,10,0.3,0.0,0.0,0,0,1,0.0,10.0
46689,0.0,11,0.2727272727272727,0.0,0.0,0,0,2,0.0,5.5
46691,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46692,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46694,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46695,0.0,21,0.2857142857142857,0.0,0.0,0,0,1,0.0,21.0
46696,0.0,21,0.38095238095238093,0.0,0.0,0,0,1,0.0,21.0
46697,0.0,11,0.2727272727272727,0.0,0.0,0,0,1,0.0,11.0
46698,0.0,21,0.2857142857142857,0.0,0.0,0,0,2,0.0,10.5
46700,0.0,45,0.17777777777777778,0.0,0.0,0,0,7,0.0,6.428571428571429
46701,0.0,27,0.2962962962962963,0.0,0.0,0,0,6,0.0,4.5
46702,0.0,22,0.45454545454545453,0.045454545454545456,0.0,1,0,10,0.0,2.2
46703,0.0,31,0.3225806451612903,0.03225806451612903,0.0,1,0,33,0.0,0.9393939393939394
46704,0.0,31,0.25806451612903225,0.0,0.0,0,0,9,0.0,3.4444444444444446
46705,0.0,54,0.2962962962962963,0.0,0.0,0,0,153,0.0,0.35294117647058826
46707,0.0,19,0.47368421052631576,0.05263157894736842,0.0,1,0,6,0.0,3.1666666666666665
46708,0.0,18,0.5555555555555556,0.0,0.0,0,0,3,0.0,6.0
46709,0.0,10,0.3,0.1,0.0,1,0,6,0.0,1.6666666666666667
46710,0.0,18,0.5,0.05555555555555555,0.0,1,0,6,0.0,3.0
46711,0.0,14,0.2857142857142857,0.07142857142857142,0.0,1,0,14,0.0,1.0
46712,0.0,14,0.5,0.0,0.0,0,0,2,0.0,7.0
46713,0.0,108,0.5555555555555556,0.0,0.0,0,0,412,0.0,0.2621359223300971
46714,0.0,141,0.5106382978723404,0.0,0.0,0,0,288,0.0,0.4895833333333333
46715,0.0,17,0.5294117647058824,0.0,0.0,0,0,63,0.0,0.2698412698412698
46716,0.0,12,0.5,0.08333333333333333,0.0,1,0,2,0.0,6.0
46717,0.0,24,0.4166666666666667,0.041666666666666664,0.0,1,0,6,0.0,4.0
46718,0.0,30,0.3333333333333333,0.0,0.0,0,0,6,0.0,5.0
46719,0.0,98,0.3877551020408163,0.0,0.0,0,0,718,0.0,0.13649025069637882
46720,0.0,28,0.25,0.0,0.0,0,0,674,0.0,0.04154302670623145
46721,0.0,12,0.3333333333333333,0.0,0.0,0,0,5,0.0,2.4
46722,0.0,25,0.4,0.04,0.0,1,0,30,0.0,0.8333333333333334
46723,0.0,28,0.35714285714285715,0.03571428571428571,0.0,1,0,7,0.0,4.0
46724,0.0,34,0.20588235294117646,0.0,0.0,0,0,2,0.0,17.0
46725,0.0,31,0.22580645161290322,0.0,0.0,0,0,8,0.0,3.875
46726,0.0,42,0.40476190476190477,0.0,0.0,0,0,502,0.0,0.08366533864541832
46727,0.0,39,0.23076923076923078,0.0,0.02564102564102564,0,1,533,0.0,0.07317073170731707
46728,0.0,29,0.27586206896551724,0.0,0.034482758620689655,0,0,305,0.0,0.09508196721311475
46729,0.0,6,0.0,0.0,0.0,0,0,5,0.0,1.2
46731,0.0,9,0.0,0.0,0.0,0,0,985,0.0,0.009137055837563452
46734,0.0,10,0.0,0.0,0.0,0,0,5,0.0,2.0
46735,0.0,8,0.0,0.0,0.0,0,0,6,0.0,1.3333333333333333
46736,0.0,8,0.0,0.0,0.0,0,0,4,0.0,2.0
46738,0.0,12,0.0,0.0,0.0,0,0,4,0.0,3.0
46739,0.0,14,0.0,0.0,0.0,0,0,616,0.0,0.022727272727272728
46742,0.0,20,0.0,0.0,0.0,0,0,2,0.0,10.0
46744,0.0,20,0.0,0.0,0.0,0,0,1280,0.0,0.015625
46747,0.0,14,0.0,0.0,0.0,0,0,95,0.0,0.14736842105263157
46748,0.0,22,0.0,0.0,0.0,0,0,2,0.0,11.0
46752,0.0,12,0.0,0.0,0.0,0,0,3,0.0,4.0
46753,0.0,12,0.0,0.0,0.0,0,0,2,0.0,6.0
46760,0.0,15,0.0,0.0,0.0,0,0,1,0.0,15.0
46762,0.0,10,0.0,0.0,0.0,0,0,336,0.0,0.02976190476190476
46763,0.0,10,0.0,0.0,0.0,0,0,1,0.0,10.0
46764,0.0,6,0.0,0.0,0.0,0,0,168,0.0,0.03571428571428571
46766,0.0,10,0.0,0.0,0.0,0,0,9,0.0,1.1111111111111112
46768,0.0,12,0.0,0.0,0.0,0,0,2,0.0,6.0
46772,0.0,6,0.0,0.0,0.0,0,0,1,0.0,6.0
46775,0.0,5,0.0,0.0,0.0,0,0,1,0.0,5.0
46776,0.0,12,0.0,0.0,0.0,0,0,2,0.0,6.0
46782,0.0,13,0.0,0.0,0.0,0,0,1,0.0,13.0
46783,0.0,6,0.0,0.0,0.0,0,0,136,0.0,0.04411764705882353
46789,0.0,14,0.0,0.0,0.0,0,0,14,0.0,1.0
46791,0.0,9,0.0,0.0,0.0,0,0,1,0.0,9.0
46792,0.0,10,0.0,0.0,0.0,0,0,1,0.0,10.0
46802,0.0,5,0.0,0.0,0.0,0,0,132,0.0,0.03787878787878788
46804,0.0,16,0.0,0.0,0.0,0,0,2,0.0,8.0
46810,0.0,31,0.0,0.0,0.0,0,0,1756,0.0,0.01765375854214123
46811,0.0,58,0.0,0.0,0.017241379310344827,0,0,2158,0.0,0.026876737720111215
46812,0.0,205,0.0,0.0,0.0,0,0,9166,0.0,0.02236526292821296
46814,0.0,17,0.0,0.0,0.0,0,0,1370,0.0,0.012408759124087591
46815,0.0,24,0.0,0.0,0.0,0,0,845,0.0,0.028402366863905324
46816,0.0,6,0.0,0.0,0.0,0,0,6,0.0,1.0
46817,0.0,70,0.0,0.0,0.014285714285714285,0,0,3934,0.0,0.017793594306049824
46818,0.0,26,0.0,0.0,0.0,0,0,715,0.0,0.03636363636363636
46819,0.0,8,0.0,0.0,0.0,0,0,324,0.0,0.024691358024691357
46820,0.0,27,0.0,0.0,0.0,0,0,943,0.0,0.02863202545068929
46821,0.0,48,0.0,0.0,0.0,0,0,1766,0.0,0.027180067950169876
46822,0.0,69,0.0,0.0,0.014492753623188406,0,0,2162,0.0,0.031914893617021274
46823,0.0,200,0.0,0.0,0.0,0,0,9166,0.0,0.02181976871045167
46825,0.0,12,0.0,0.0,0.0,0,0,1369,0.0,0.008765522279035792
46826,0.0,16,0.0,0.0,0.0,0,0,842,0.0,0.019002375296912115
46828,0.0,65,0.0,0.0,0.015384615384615385,0,0,3931,0.0,0.016535232765199696
46829,0.0,34,0.0,0.0,0.0,0,0,713,0.0,0.047685834502103785
46830,0.0,6,0.0,0.0,0.0,0,0,326,0.0,0.018404907975460124
46831,0.0,35,0.0,0.0,0.0,0,0,949,0.0,0.0368809272918862
46833,0.0,56,0.32142857142857145,0.0,0.0,0,0,325,0.0,0.1723076923076923
46834,0.0,26,0.3076923076923077,0.0,0.0,0,1,22,0.0,1.1818181818181819
46835,0.0,36,0.2777777777777778,0.0,0.0,0,0,4,0.0,9.0
47823,0.0,1303,0.0,0.0,0.0015349194167306216,0,0,36099,1.0,0.03609518269204133
47962,0.0,5,0.0,0.0,0.0,0,0,2464,1.0,0.002029220779220779
49265,0.0,6,0.0,0.0,0.0,0,0,1032,1.0,0.005813953488372093
49435,0.0,9,0.0,0.0,0.0,0,0,4,1.0,2.25
49437,0.0,9,0.0,0.0,0.0,0,0,3,1.0,3.0
49438,0.0,10,0.2,0.0,0.0,0,0,30,1.0,0.3333333333333333
49439,0.0,9,0.0,0.0,0.0,0,0,3,1.0,3.0
49440,0.0,9,0.0,0.0,0.0,0,0,4,1.0,2.25
49451,0.0,5,0.0,0.0,0.0,0,0,691,1.0,0.00723589001447178
49454,0.0,6,0.0,0.0,0.0,0,0,1952,1.0,0.0030737704918032786
49465,0.0,77,0.0,0.0,0.0,0,1,14599,1.0,0.005274333858483458
49466,0.0,6,0.0,0.0,0.0,0,0,948,1.0,0.006329113924050633
49468,0.0,7,0.0,0.0,0.0,0,1,1259,1.0,0.005559968228752979
49469,0.0,5,0.0,0.0,0.0,0,1,808,1.0,0.006188118811881188
49471,0.0,8,0.0,0.0,0.0,0,0,1396,1.0,0.0057306590257879654
49476,0.0,12,0.0,0.0,0.0,0,0,4731,1.0,0.0025364616360177552
49485,0.0,11,0.0,0.0,0.0,0,0,2586,1.0,0.004253673627223511
49486,0.0,5,0.0,0.0,0.0,0,0,1869,1.0,0.002675227394328518
49487,0.0,6,0.0,0.0,0.0,0,0,1745,1.0,0.0034383954154727794
49488,0.0,20,0.0,0.05,0.0,1,0,5992,1.0,0.0033377837116154874
49489,0.0,10,0.0,0.0,0.0,0,1,2178,1.0,0.004591368227731864
49491,0.0,12,0.0,0.0,0.0,0,1,4402,1.0,0.0027260336210813267
49492,0.0,12,0.0,0.0,0.0,0,1,3980,1.0,0.003015075376884422
49493,0.0,9,0.0,0.0,0.0,0,1,1934,1.0,0.004653567735263702
49495,0.0,9,0.0,0.0,0.0,0,0,1204,1.0,0.007475083056478406
49497,0.0,7,0.0,0.0,0.0,0,0,1531,1.0,0.0045721750489875895
49498,0.0,20,0.0,0.0,0.0,0,1,6904,1.0,0.0028968713789107765
49499,0.0,5,0.0,0.0,0.0,0,0,1847,1.0,0.0027070925825663237
49501,0.0,7,0.0,0.0,0.0,0,0,1294,1.0,0.005409582689335394
49504,0.0,7,0.0,0.0,0.0,0,0,3098,1.0,0.0022595222724338285
49509,0.0,5,0.0,0.0,0.0,0,0,1773,1.0,0.0028200789622109417
49555,0.0,8,0.0,0.0,0.0,0,1,41,1.0,0.1951219512195122
49556,0.0,126,0.0,0.0,0.0873015873015873,0,1,522,1.0,0.2413793103448276
49557,0.0,91,0.0,0.0,0.27472527472527475,0,1,171,1.0,0.5321637426900585
49558,0.0,49,0.0,0.0,0.5306122448979592,0,1,79,1.0,0.620253164556962
49562,0.0,122,0.0,0.0,0.28688524590163933,0,1,3817,1.0,0.03196227403720199
49564,0.0,35,0.2,0.0,0.2571428571428571,0,0,9,0.0,3.888888888888889
49565,0.0,5,0.4,0.0,0.4,0,0,2,0.0,2.5
